Probes	GSM65752	GSM65753	GSM65755	GSM65757	GSM65758	GSM65760	GSM65761	GSM65762	GSM65763	GSM65764	GSM65767	GSM65768	GSM65769	GSM65770	GSM65771	GSM65772	GSM65773	GSM65774	GSM65775	GSM65776	GSM65779	GSM65781	GSM65783	GSM65784	GSM65785	GSM65786	GSM65788	GSM65789	GSM65790	GSM65791	GSM65792	GSM65793	GSM65794	GSM65795	GSM65796	GSM65797	GSM65798	GSM65799	GSM65800	GSM65801	GSM65803	GSM65804	GSM65805	GSM65806	GSM65807	GSM65808	GSM65811	GSM65814	GSM65815	GSM65816	GSM65817	GSM65818	GSM65819	GSM65821	GSM65822	GSM65824	GSM65830	GSM65831	GSM65832	GSM65833	GSM65834	GSM65836	GSM65837	GSM65839	GSM65841	GSM65842	GSM65843	GSM65844	GSM65845	GSM65848	GSM65850	GSM65853	GSM65855	GSM65857	GSM65860	GSM65861	GSM65862	GSM65863	GSM65865	GSM65866	GSM65867	GSM65868	GSM65869	GSM65870	GSM65871	GSM65872	GSM65873	GSM65874	GSM65875	GSM65878	GSM65880
220050_at	6.566843	5.902831	5.185271	5.474453	5.439203	5.460625	5.788689	5.250842	6.147912	5.959189	5.977299	5.484792	5.498696	5.395693	5.831506	5.587086	5.329218	6.344503	5.20918	5.47286	5.869273	5.767636	5.799181	5.808133	5.776299	5.576457	5.715048	5.63481	5.243847	5.740418	5.346665	5.906436	5.930646	5.539453	5.494936	5.433344	5.565893	5.459728	5.986328	5.349593	5.47184	5.726259	5.522822	5.961684	5.47187	5.538638	5.607081	6.216479	6.192875	5.744962	5.607776	5.320074	5.510884	5.636608	5.421861	5.588782	5.571616	5.539333	5.839067	5.704368	5.328195	5.562118	5.669632	5.451351	5.413274	5.542824	5.691489	6.175472	5.423231	5.596222	5.354081	5.783724	5.379379	5.629907	5.642088	5.442838	5.548908	5.443886	5.82027	5.729875	6.134547	5.844916	5.523855	5.298863	5.349087	5.424905	5.669632	5.638142	6.156529	5.828821	5.961488
213944_x_at	8.722271	9.088407	9.106401	8.900869	9.169248	8.524712	8.46578	8.96353	9.233204	9.117548	9.146888	9.161904	9.029924	9.009151	8.897185	8.762079	9.108979	9.071186	8.931775	9.11094	8.927418	9.165656	8.826401	8.841054	9.507191	9.355963	9.064215	8.881302	8.68259	8.675013	8.707037	8.822784	8.801147	9.33401	9.046172	9.081304	8.942895	8.77329	9.075867	9.364009	9.296178	8.96961	8.726974	8.6468	9.228114	9.042998	8.971883	9.301341	9.25345	8.482415	8.843411	8.514378	8.89337	8.833528	8.932812	9.212451	9.223985	9.785458	9.183762	8.310277	8.347576	9.021344	8.524138	9.054288	8.463764	8.154202	9.560716	9.307059	9.25888	9.104432	8.953095	9.128738	8.999383	9.009922	9.280892	9.325674	9.412949	8.563952	9.123914	8.925527	9.612696	9.020627	9.578923	8.597977	8.620383	8.894455	8.724972	8.958195	9.100791	9.177725	9.350295
215441_at	3.812778	3.852745	3.84669	3.842543	3.734796	3.819339	3.863613	3.940761	3.927444	3.800977	3.842351	3.869375	3.931238	4.062396	3.847057	3.814538	3.786824	3.8554	3.799253	3.933885	3.87916	3.819677	3.794085	3.840897	3.794418	3.833908	3.801128	3.799002	3.739467	3.907614	3.894022	3.812598	3.784649	3.902902	3.756757	3.90331	3.931047	3.93983	4.016903	3.942618	3.829442	3.936164	4.240169	3.789221	3.860024	3.840624	3.783541	3.92507	3.90331	3.93035	3.85738	3.941415	3.812827	4.137843	4.172571	4.215938	4.146612	4.077064	4.139707	4.179998	4.091573	4.094266	4.180075	4.206118	4.141544	4.101829	4.075189	4.09246	4.141813	4.422531	4.089173	4.20237	4.169145	4.161448	4.113907	4.110558	4.182587	4.024081	4.317545	4.064542	4.152162	4.129895	3.99697	4.213407	4.349577	4.259394	4.267807	4.236292	4.447897	4.409553	4.283458
214792_x_at	6.499815	6.731196	5.951202	6.57883	6.416525	6.073324	8.04564	6.736979	6.579324	6.562215	6.93772	6.508207	5.714197	6.585755	6.595251	6.729721	6.66407	6.08984	6.085164	6.55778	6.463412	7.066569	7.244267	6.576171	7.053932	6.788343	6.355815	6.746557	6.610211	7.074899	6.514645	7.161713	6.896278	6.471292	6.337689	6.739195	6.52163	7.040833	6.571533	6.319651	6.648703	6.321838	6.373568	6.428443	6.775326	6.021527	6.457121	6.346162	6.854003	6.233362	6.331811	6.25321	6.173862	7.448061	7.025083	7.173292	7.180103	7.390191	6.936822	7.434371	7.221319	7.082494	7.392764	7.236202	7.177762	7.157391	7.694812	7.922136	6.577932	7.966465	7.278511	7.836941	7.613156	7.219828	7.891945	7.177118	6.965716	7.215453	7.453921	7.551054	7.549408	7.225776	6.864707	6.874075	7.117834	6.892009	7.277335	7.023554	7.485359	7.790001	7.239822
217251_x_at	6.607354	6.555413	6.715821	6.628053	6.549721	7.172536	6.871344	6.414132	6.734154	6.56881	6.809459	6.785549	6.624043	6.735455	6.785737	6.702404	6.661275	6.524308	6.419763	6.601514	6.668924	6.768434	6.779895	6.562108	6.642379	6.655014	6.507318	6.728417	6.708862	6.74277	6.637444	6.749646	7.10903	6.766248	6.5131	6.806232	6.507375	6.698465	6.564443	6.66478	6.990316	6.795241	6.829225	6.749795	7.242919	6.644269	6.599038	6.958981	6.676743	6.91856	7.031567	6.705891	6.667738	6.395793	6.214244	6.139862	6.071056	6.063674	6.203406	6.36947	6.280327	6.136195	5.822837	6.199478	6.397246	6.392791	6.187496	6.659676	6.412882	6.092457	6.339442	6.131687	6.088777	6.154619	6.247026	6.22831	6.444904	6.096036	6.474498	6.314182	6.192561	6.135546	6.296893	6.110927	6.151952	6.158293	6.14853	6.049947	6.466383	6.422023	6.348945
207406_at	3.997302	3.964112	3.83656	3.833057	3.827757	3.874117	3.856914	3.823318	3.858598	3.993865	3.967663	3.776359	3.802698	3.923988	4.00511	4.086089	3.896543	3.96179	3.846665	4.015327	4.006946	3.951577	3.780988	3.818472	4.050697	3.862173	3.833049	3.922142	3.869561	3.845244	3.934351	3.902504	3.897955	3.848564	3.778492	3.889215	3.874191	3.794226	3.933785	3.887233	3.93093	3.919603	3.940104	3.867676	3.98463	3.740768	3.763733	3.953097	3.911001	3.863161	3.82113	3.970485	3.921319	4.203994	4.421195	4.309329	4.244874	4.358376	4.182085	4.430472	4.331614	4.341399	4.312692	4.288506	4.425574	4.363352	4.344682	4.424426	4.34082	4.295014	4.336629	4.354871	4.250212	4.306725	4.227783	4.272446	4.313245	4.290665	4.29333	4.304711	4.312281	4.347915	4.238379	4.44081	4.497018	4.218123	4.318675	4.40022	4.345651	4.42139	4.290598
222345_at	6.189604	6.460238	6.57475	6.365223	6.412492	6.58948	6.528294	6.34909	6.490066	6.399857	6.421805	6.281561	6.442885	6.466009	6.260948	6.385676	6.495795	6.480049	6.21417	6.451306	6.47739	6.704965	6.560806	6.299788	6.601844	6.175278	6.274924	6.612146	6.234471	6.387343	6.297297	6.350192	6.825435	6.185656	6.333458	6.124288	6.193477	6.51367	6.315106	6.39842	6.540541	6.409867	6.17841	6.336588	6.624899	6.19716	6.351843	6.415628	6.52633	6.662481	6.364307	6.387892	6.341148	5.710378	5.436559	5.532401	5.758436	5.764227	5.683079	5.97391	5.287104	5.725798	5.616234	5.497373	5.573967	5.699858	5.523136	5.849161	5.980617	5.545133	5.86929	5.920246	5.636202	5.55847	5.742586	5.740582	5.700803	5.602198	5.735136	5.771088	5.789735	5.493864	5.711015	5.630806	5.87877	5.401802	5.647599	5.431069	5.555801	5.664258	5.647124
215751_at	3.895725	3.889096	3.984255	3.985115	3.913592	3.945042	3.949653	4.065076	3.91069	3.93363	4.022568	3.935702	3.850262	3.901534	4.163398	4.134258	4.017093	3.93908	3.980045	3.822644	4.027965	3.95115	3.905543	4.029918	3.828302	3.885565	3.843208	4.025968	4.027583	4.086211	3.754062	3.891693	4.172859	4.108526	3.830319	3.917643	3.853413	3.955502	4.035409	3.815954	3.872728	3.945356	3.973811	3.936378	4.134535	3.94938	4.010943	3.996576	3.91444	4.01929	4.058954	3.795876	3.917683	4.767236	5.017739	4.836917	4.836238	4.987565	4.879201	4.890597	4.878664	4.884233	4.800444	4.864374	4.937911	4.919718	4.945219	4.920344	5.019385	4.8317	4.919042	4.816893	4.874024	4.991562	4.891594	4.749714	4.850173	4.824859	4.755025	4.976639	4.95751	5.018416	4.901434	4.852511	4.905746	4.924511	4.91648	5.044466	5.067323	5.342737	4.933183
221099_at	7.549672	7.421679	7.666253	7.545756	7.570282	7.730152	7.926238	7.54017	7.842564	7.56362	8.265337	7.723532	7.461698	7.609397	7.845607	7.922293	7.78806	7.586804	7.407695	7.637975	7.503602	7.850656	7.84061	7.580196	7.495248	7.666964	7.463214	8.028471	7.769875	7.887255	7.502287	7.624558	7.986094	7.617436	7.686955	7.713368	7.468242	7.811893	7.678118	7.739246	7.730857	7.817248	7.792942	7.991281	7.957052	7.560709	7.526866	7.894593	7.612799	7.907589	7.716517	7.606125	7.572505	7.455762	7.121173	7.004458	6.892558	7.410011	7.295735	7.442081	7.126812	7.317116	7.209399	7.259072	7.237462	7.529651	7.298738	7.371375	7.437708	7.249932	7.573904	7.376094	7.152409	7.319572	7.244661	7.233711	7.005348	7.094321	7.354598	7.294485	7.128572	7.283386	7.451005	7.05996	7.254313	7.238101	7.346119	6.955122	7.722533	7.269392	7.570563
217856_at	7.568744	7.141057	6.993463	7.51089	7.219248	6.592909	7.667055	7.184228	7.216227	7.420642	6.995609	6.607688	7.328057	7.378889	7.520288	7.312691	7.225365	7.805914	7.132965	6.877714	6.695881	6.839127	7.273618	8.137487	7.581825	7.615768	7.444365	7.996845	7.212706	7.023528	6.50265	8.180509	7.405775	6.832438	7.020726	7.64692	8.214564	7.518559	7.06341	7.951231	7.236809	7.714844	7.606337	6.801177	7.623339	7.248831	7.515281	7.13393	7.411863	8.05219	7.572679	7.004487	6.753129	7.955025	6.660044	8.001294	7.984568	9.107136	8.247612	7.710268	7.098558	7.409632	8.622967	7.04524	6.662968	6.910164	6.997643	7.992952	6.495484	7.749589	8.115449	7.793111	7.690211	7.949146	7.875886	7.079885	7.039079	7.83332	7.149896	7.899001	7.788701	8.911049	7.767231	7.638413	8.3114	8.005844	8.232906	7.839193	8.318392	7.996489	6.938541
208613_s_at	9.257398	9.89155	8.792578	9.054796	9.50597	10.289793	9.690328	9.267072	9.658344	9.084952	9.553191	8.715472	9.35166	9.795048	9.777218	8.671076	9.283126	9.823623	9.312943	9.747938	9.080872	9.300293	9.51158	10.421822	9.181174	10.037093	9.590812	9.089828	8.738026	9.531531	8.524413	9.490444	7.954746	8.6071	10.003268	8.965572	9.281344	9.592244	9.993613	9.539405	9.57448	8.839674	9.736149	9.451533	8.809032	9.564788	9.188781	9.394762	9.397213	8.785126	8.471928	9.457928	9.300344	9.983345	9.1139	9.006022	10.001598	9.492364	9.848848	9.634463	10.570341	9.653266	10.11505	9.770085	8.4294	9.025664	9.17327	8.910194	9.322545	10.23442	9.422346	10.41568	9.015756	10.805531	9.956515	10.452119	10.653997	9.421225	8.569878	9.706581	10.201098	10.609259	9.909804	8.25564	10.233305	9.294861	10.088302	8.292621	9.515595	9.779724	10.510921
57540_at	6.098308	7.423122	6.513231	6.840245	6.702523	6.783661	7.096944	7.133127	7.10641	6.505215	6.995338	6.662225	6.109095	6.713536	7.068091	6.338306	6.883828	7.268959	6.766843	7.503444	6.937017	6.989756	6.792717	6.98711	6.960776	7.670479	6.813761	7.005729	6.961979	6.793278	6.346646	6.770531	6.355479	6.314502	6.974135	6.875	7.307528	7.056515	6.716245	6.939344	6.620301	6.470579	6.357024	6.523712	6.497782	6.881376	6.754378	6.7762	7.258401	6.187176	6.490311	8.317823	6.693747	6.982138	6.566368	7.051799	7.080006	7.476407	8.016312	7.226092	7.740315	6.739346	7.681047	6.452394	6.79582	6.628218	6.866082	7.128441	6.205288	7.253845	6.576353	7.05285	7.074057	7.182146	7.758962	7.20576	7.466472	6.395283	6.73203	6.965522	7.264883	7.699083	7.41263	6.552719	7.244222	7.125812	7.662532	7.119591	7.259731	6.221158	7.01488
212818_s_at	8.478677	7.997792	7.940192	8.064846	8.132885	8.189022	8.004607	8.117721	8.162834	8.183591	8.000179	7.869942	7.957032	8.352388	8.297077	8.25604	8.491587	8.168386	7.890251	8.174919	8.228225	8.203252	8.355204	7.586199	8.170173	8.089646	8.02233	8.056838	7.98355	8.177651	7.690403	8.060318	8.18447	7.964918	8.014806	8.180262	7.860292	7.980929	8.356284	7.984277	8.120568	8.188133	7.958929	8.296713	8.55155	7.954687	7.931814	8.273708	8.401896	8.391751	8.314208	7.986413	7.927729	8.502737	8.564326	8.715508	8.710953	8.940963	8.547575	9.205598	8.44159	9.069509	8.615482	8.739163	9.184179	8.907387	8.538027	8.67561	8.955024	8.559494	8.84829	8.938244	8.691729	8.506398	8.81377	8.667813	8.832206	8.360663	9.021301	8.667294	8.940166	8.820204	8.939055	8.831629	9.237553	8.84981	8.975803	9.168242	9.097649	9.330988	8.98458
211618_s_at	4.776791	4.527037	4.6786	4.44159	4.532663	4.744733	4.568331	4.751525	4.608207	4.516415	4.47888	4.797157	4.729468	4.55793	4.363792	4.526411	4.560463	4.566946	4.549775	4.257714	4.506505	4.562832	4.559793	4.681453	4.52772	4.65416	4.347681	4.314556	4.415112	4.533245	4.65445	4.522245	5.293299	4.447356	4.545793	4.367379	4.57764	4.476369	4.612559	4.562202	4.543705	4.442824	4.62279	4.51054	4.690536	4.538768	4.612335	4.65313	4.61537	4.536674	4.696292	4.524304	4.522365	4.96729	4.929197	4.789441	4.932073	4.678337	5.125232	5.166529	4.759308	5.235447	4.952706	5.19525	4.977427	5.084885	5.208741	4.955314	4.948762	4.857007	4.891836	4.782413	4.830126	4.941409	4.942651	4.96906	4.901882	4.976217	4.972118	4.919548	4.928986	4.919548	4.804599	4.94736	4.684388	4.759679	5.145407	4.700658	4.918295	4.637842	4.923827
220202_s_at	8.787115	7.601471	8.226391	8.255724	7.812503	7.95272	8.016096	8.01044	7.999993	8.561602	7.783405	8.789859	8.435451	8.04731	7.685822	8.241492	8.267296	8.792899	8.266023	7.567291	7.904668	7.841684	7.499705	8.120274	8.211521	8.063162	7.753475	7.305491	7.839504	7.611081	9.068818	7.798236	8.054748	8.031506	7.702247	7.934709	8.285171	7.447367	7.932245	8.366528	7.326966	7.824371	7.852917	7.693212	7.64051	7.701803	8.15875	8.187339	7.779956	8.031973	8.201153	7.994535	8.293643	8.556935	8.765819	8.699582	8.464029	8.291375	8.413922	8.597974	8.958648	8.286951	7.866709	9.308603	8.67458	8.570908	8.454827	8.054289	8.305114	7.97503	8.450661	8.150879	8.151503	8.047286	7.917765	8.313332	8.499607	8.487897	8.339954	8.265574	7.855586	8.271411	9.259292	8.245902	8.747742	8.63107	8.062561	8.302517	9.047554	8.938853	8.26495
207560_at	6.786417	6.731972	6.874736	6.840149	6.852908	7.098716	7.233193	6.575917	6.972615	6.776118	7.010037	6.915004	6.718826	7.172847	6.55519	7.058493	6.934448	6.781225	6.612568	6.860068	6.807176	7.049208	6.889776	6.885527	6.895196	6.871677	6.846949	6.926014	6.733228	6.7763	6.750444	6.799429	7.115619	7.021187	6.730452	6.83321	6.755206	7.054577	6.931702	6.972159	6.916105	6.844901	7.111664	6.949494	7.252812	6.876447	6.889653	6.96273	6.966063	6.86664	6.909305	6.876065	6.744916	6.009799	6.114145	6.055905	6.083906	6.304629	6.097555	6.352152	6.062706	5.921864	6.224234	6.259665	6.215068	6.462545	5.927178	6.491946	6.098122	6.353578	6.216647	6.260924	6.072647	6.141655	6.050215	6.149254	6.075919	5.989456	6.180011	6.330971	6.029782	5.996429	6.158461	5.941222	6.232337	6.107467	5.976718	6.029483	6.433451	6.342887	6.236768
208748_s_at	6.103759	6.211175	6.674879	6.81029	6.250292	6.566275	6.174091	6.325726	6.254103	6.346593	6.060628	6.429299	6.407881	6.600945	6.421508	6.297559	6.281953	6.608613	6.27909	6.299757	6.311237	6.725473	6.207422	6.367484	6.747815	7.112249	6.122782	6.085009	6.195427	6.42759	6.358609	6.258215	6.464492	6.502676	6.203824	6.542755	6.454089	6.444566	6.547774	6.595748	6.279134	6.191924	6.675536	6.446234	6.47974	6.110458	6.420454	6.556201	6.210923	6.250468	6.293142	6.728921	6.359744	7.343674	7.612056	7.38074	7.641928	7.407071	7.639077	7.867316	8.233964	7.568688	7.370524	7.583937	7.66562	7.852866	7.717735	7.550413	7.901945	7.568324	7.455003	7.633042	7.560415	7.612827	7.866786	7.425133	8.244009	7.239451	7.383393	7.469566	7.360247	7.394168	7.700504	7.779605	6.837929	7.477051	7.073609	7.025815	7.548369	7.16394	7.472868
220062_s_at	6.088196	6.066689	6.073987	6.156268	6.107356	6.115201	5.94881	5.947887	6.08258	6.053857	6.442965	6.138462	5.919722	6.106045	6.476879	6.291208	6.080186	6.116512	5.980484	6.227539	6.038467	6.422805	6.157142	6.065722	6.018237	6.106461	6.015754	6.259943	6.007794	6.221851	6.296849	6.274371	6.359552	6.199821	5.914905	6.17152	6.014083	6.040942	6.087752	6.133525	6.05536	6.279742	7.11821	6.085466	6.29704	6.045648	5.900283	6.216914	6.038113	6.107958	6.15502	6.163258	5.993978	6.182613	6.306813	6.188782	6.130197	6.369533	6.209886	6.551384	5.954243	6.462452	6.271987	6.13004	6.497106	6.437647	5.986911	6.439506	6.319528	6.409075	6.56081	6.300637	6.120951	6.376314	6.447665	6.310891	6.428374	6.245485	6.281142	6.25995	6.270795	6.391706	6.235977	6.417527	6.244167	6.16799	6.384713	6.369102	7.338261	6.533365	6.336039
212288_at	9.450019	8.918913	8.441695	9.788198	9.051408	9.119171	8.749935	8.845004	8.851584	9.513466	8.302565	9.203052	9.147429	8.871875	9.47536	10.043834	8.916102	8.572424	9.577424	8.397102	9.197953	9.078738	9.408772	8.312007	9.00578	8.197959	8.933727	9.173493	9.138347	8.803445	9.942371	9.154747	9.417057	8.713839	8.846447	8.448878	8.553991	8.739771	8.5821	8.88293	9.282503	9.020954	7.958091	8.60716	9.137085	8.910586	8.890042	8.841329	8.421062	7.658104	9.436977	8.476318	9.612231	10.18073	10.007991	9.778612	9.403288	8.892283	9.06004	9.39974	8.926292	9.41006	9.5707	9.415364	10.144609	10.255745	9.225866	8.956094	9.020723	9.307723	10.394308	9.137447	10.424571	9.351865	8.801388	9.732444	9.723205	10.166263	9.342516	8.77644	8.702156	9.076982	8.881442	9.796263	9.579915	9.812665	10.360026	10.30905	7.598484	9.648406	9.212767
221232_s_at	6.517948	6.421861	6.51413	6.33302	6.564879	7.065777	6.575731	6.508868	6.565995	6.580597	6.686695	6.554474	6.463741	6.413717	6.690693	6.550512	6.607049	6.721796	6.248415	6.835365	6.401785	6.536769	7.057919	6.535204	6.429677	6.673018	6.667375	6.550131	6.597948	6.622086	6.486343	6.470824	6.880164	6.556556	6.275645	6.54595	6.43342	6.516645	6.780818	6.542239	6.587511	6.454958	6.614827	6.551312	6.676582	6.519583	6.681363	6.475135	6.563573	6.65728	6.71353	6.599959	6.266078	6.016469	5.908819	6.001697	5.822412	6.189664	6.113307	6.080312	6.211039	6.106195	5.879738	6.14686	6.181603	6.258393	6.133974	6.378175	6.34938	5.941286	6.036101	5.995673	5.970532	6.139736	5.943443	6.099427	6.220458	6.014201	6.08103	6.252797	6.165167	5.986997	6.049577	6.147767	5.97947	5.930534	6.157911	5.80098	6.161048	6.56685	6.067783
207612_at	5.639221	5.571367	5.560314	5.598918	5.249904	5.710597	5.509693	5.572566	5.504676	5.54315	5.769646	5.619521	5.528047	5.575385	5.707105	5.78432	5.730587	5.458105	5.336927	5.754507	5.435808	5.556478	5.56848	5.388458	5.368528	5.486864	5.461064	5.724233	5.713135	5.729698	5.506793	5.620041	5.648858	5.598104	5.523711	5.792706	5.290984	5.55862	5.609992	5.331918	5.618977	5.520444	5.798616	5.532007	5.603804	5.483492	5.540832	5.523787	5.56078	5.752597	5.761821	5.641546	5.484824	6.303945	6.58092	6.298059	6.33358	6.566165	6.229595	6.6166	6.255176	6.573455	6.364779	6.414807	6.461881	6.831119	6.502646	6.586111	6.456563	6.532526	6.347002	6.399687	6.287141	6.456563	6.505789	6.447739	6.249605	6.435899	6.552365	6.545962	6.508748	6.62593	6.410089	6.49319	6.637683	6.352499	6.479276	6.456563	6.779898	6.4965	6.578477
202713_s_at	8.630095	8.772693	9.20709	9.023083	8.52444	8.58083	8.745775	8.754273	8.6363	8.705043	8.814265	8.354948	8.847073	8.524835	8.369761	8.710043	8.920588	9.044627	8.742192	8.80363	8.735712	8.546509	8.448544	8.525445	8.413188	9.078118	8.386638	8.747083	8.346373	8.776208	8.634027	8.837316	8.623715	8.816916	8.506914	8.618716	8.862551	8.549308	8.55376	8.75777	8.40012	8.118684	8.584756	9.110668	8.615054	8.780178	8.245122	8.561091	8.538149	8.127324	9.215537	8.858346	8.993858	9.436822	9.224583	9.108234	8.914916	9.16994	9.129976	8.535746	8.925247	8.904211	8.557816	9.446917	8.575235	8.387663	8.831215	8.344345	9.249322	8.946585	8.639337	9.112824	8.941568	9.07133	8.874767	8.790525	8.922259	8.807328	8.247758	8.860883	8.921017	9.089633	9.067925	8.927438	9.189743	9.003255	9.283675	9.011186	8.92504	8.563658	8.92504
211301_at	6.751268	6.859631	6.914311	6.670065	6.884693	6.730996	6.855701	6.584584	6.885835	6.638586	7.136728	6.881724	6.627686	6.752466	6.770935	6.759926	6.74933	6.747002	6.597148	6.679912	6.615751	6.977225	6.622805	6.94182	6.617695	6.869183	6.669326	6.748625	6.549967	6.709245	6.692829	6.795149	6.994946	6.595193	6.545053	6.80041	6.770505	6.9449	6.909938	6.712664	6.925472	6.899622	6.71978	6.611188	6.729268	6.53037	6.649692	6.733212	6.805393	6.886984	6.69052	6.707435	6.409992	6.12907	6.213284	6.199239	5.984401	6.17814	6.21287	6.458749	6.217003	6.399292	6.214605	6.340226	6.329471	6.379387	6.176084	6.589772	6.432766	6.350777	6.448602	6.435487	6.301706	6.30685	6.258791	6.180634	6.21742	6.201064	6.435193	6.30685	6.373331	6.45688	6.411128	6.30685	6.45962	6.076692	6.32619	6.173476	6.450289	6.343413	6.485639
204725_s_at	8.505461	6.878171	7.007833	7.823403	7.209529	7.411583	7.286614	7.52935	7.120329	7.715531	6.845577	7.676941	7.967616	7.88321	6.931002	7.942823	7.669405	7.314554	8.293979	7.620081	7.32382	7.624096	6.647367	7.925071	7.189305	7.590701	7.206414	7.425001	8.073174	6.952954	8.165029	7.161215	7.33117	7.946547	7.497124	7.363253	7.614332	7.220729	7.418338	7.954182	6.806261	7.894542	6.826267	8.446409	7.555314	6.977041	7.374537	7.65713	6.730288	7.078466	7.887948	7.491644	7.947543	8.618928	8.680709	8.110246	8.104922	7.223431	7.918414	8.553308	9.063808	8.49938	7.988304	8.31887	10.385937	9.507654	9.492671	8.575774	8.708908	8.373556	9.023021	7.938584	8.493856	8.392821	7.920056	8.440929	8.794484	9.063619	8.792294	8.150865	8.060094	8.043578	8.304363	8.567266	8.192083	8.667417	8.773558	8.376999	8.195969	9.137796	8.336937
208411_x_at	4.210428	4.120136	3.972342	4.177597	3.94993	4.289982	4.201848	3.97888	4.15038	4.136989	4.286624	4.017977	4.120226	4.122815	4.481266	4.211275	4.231162	4.011235	4.049163	4.221108	3.964335	4.129722	4.241881	4.089706	4.119244	3.971676	4.129957	4.230299	4.117835	4.004791	4.013743	4.043389	4.365168	4.141724	4.141436	4.157716	3.974122	4.068988	3.985792	4.06011	4.051893	4.162799	4.191729	4.133511	4.192707	4.07628	4.078052	4.010542	4.107667	4.268446	4.167278	4.145704	4.044454	4.248957	4.166356	4.101084	4.117786	4.366872	4.189715	4.243477	4.190754	4.271456	4.177845	4.1942	4.115091	4.284567	4.133015	4.28394	4.274116	4.455389	4.343296	4.234529	4.210456	4.305006	4.270428	4.121772	4.196636	4.1532	4.481995	4.293054	4.175798	4.320266	4.134429	4.365638	4.343127	4.2008	4.24393	4.442723	4.541452	4.321567	4.248957
206135_at	4.337904	4.528738	4.2837	4.392398	4.457407	4.272331	4.348865	4.222148	4.419653	4.48694	4.562621	4.33456	4.43245	4.306759	4.685014	4.681579	4.431265	4.321759	4.367748	4.671294	4.560962	4.758336	4.509506	4.34657	4.454645	4.312738	4.453054	4.517831	4.188219	4.481819	4.270195	4.470607	4.534529	4.3915	4.414249	5.081778	4.360058	4.424013	4.240121	4.331137	4.356763	4.408688	4.564808	4.607638	4.245252	4.391639	4.386671	4.423587	4.418526	4.485809	4.466442	4.468993	4.382987	4.359292	4.464276	4.384282	4.402472	4.373832	4.676179	4.444821	4.293101	4.396947	4.455931	4.40643	4.408948	4.415276	4.323778	4.514242	4.400947	4.541037	4.357993	4.424208	4.423896	4.518306	4.424322	4.394089	4.552848	4.311085	4.403889	4.43576	4.480324	4.535388	4.500093	4.509631	4.488315	4.584224	4.430884	4.517186	4.628252	4.537894	4.385011
209494_s_at	7.773101	8.846206	8.402813	8.137527	8.062368	8.549656	8.133911	7.968699	8.345346	8.692699	8.459679	8.835117	8.15272	8.352225	8.235069	8.01095	8.414005	8.626632	8.174141	7.63973	8.353653	8.65631	8.214494	8.849917	8.607852	8.561214	8.203068	8.023138	7.709748	8.756169	7.64165	8.096334	8.014686	8.134393	8.321565	8.540718	8.25509	8.874684	8.494106	8.815958	8.110703	8.04004	8.555306	8.082283	8.184278	8.665178	8.347703	8.629725	8.865488	7.913228	7.936422	8.054356	8.336146	8.900689	8.547889	8.514981	8.52491	9.110771	9.328012	8.575795	8.714638	8.743479	8.70766	8.750693	7.870362	7.780086	8.048499	8.43043	8.747327	9.267598	8.15669	8.723548	8.924981	8.295321	9.070715	7.836197	9.479208	8.052133	7.998972	8.631957	8.723618	8.795346	9.209534	9.042562	8.159224	8.984319	8.382759	8.261088	9.195954	8.949494	8.866161
212446_s_at	7.56869	8.023338	8.407162	8.380196	8.046596	7.893449	9.034099	8.514366	8.214829	8.304064	7.529857	7.484451	7.809857	7.592216	7.742304	7.149952	8.138468	9.100606	7.63028	7.90932	7.830392	8.377076	7.661465	8.441012	8.379475	8.515609	7.69248	7.358465	7.749378	8.270743	7.771041	7.690927	7.758245	7.022113	8.597516	8.149982	8.929192	8.348865	7.886019	7.943838	7.342785	6.1606	7.496574	7.206511	7.674164	8.439211	7.406758	8.14576	8.523007	7.205778	8.08372	8.936645	8.654951	9.113515	8.977597	8.90558	10.098276	10.030558	9.114431	8.838819	9.451455	9.287317	9.384758	9.655438	8.09181	7.842276	7.004646	8.936792	8.026737	9.589983	7.689941	9.396758	9.899858	9.160421	9.64515	9.010084	10.240497	8.427759	7.698647	7.765003	9.715477	10.217519	9.827356	8.82081	9.606679	9.063103	8.956858	8.956216	9.451911	6.575433	8.75441
219720_s_at	6.295139	6.306926	6.245708	6.20638	6.152159	6.447344	6.259839	6.467608	6.4439	6.223397	6.608073	6.10499	6.1607	6.656783	6.537282	6.562743	6.182938	5.974457	6.168376	6.167944	6.43669	6.477099	6.418852	6.155638	6.349217	6.038853	6.509032	6.421334	6.075352	6.369193	6.160224	6.550871	6.504973	6.322021	6.301477	6.4019	6.37981	6.241658	6.421724	6.430951	6.365858	6.274866	6.541702	6.334984	6.460729	6.173725	6.348437	6.533053	6.430712	6.046251	6.338917	6.337225	6.214066	6.166127	6.669827	6.333437	6.349877	6.101601	6.398157	6.378364	6.118938	6.317043	6.047758	6.058636	6.4053	6.424889	5.993596	6.367043	6.336297	6.400584	6.088793	6.310661	6.304403	6.386452	6.233037	6.333437	6.227098	6.09776	6.472684	6.133164	6.245935	5.962486	6.285887	6.248172	6.762625	6.379061	6.703749	6.585112	6.514343	6.594122	6.569687
