Probes	GSM65752	GSM65753	GSM65755	GSM65757	GSM65758	GSM65760	GSM65761	GSM65762	GSM65763	GSM65764	GSM65767	GSM65768	GSM65769	GSM65770	GSM65771	GSM65772	GSM65773	GSM65774	GSM65775	GSM65776	GSM65779	GSM65781	GSM65783	GSM65784	GSM65785	GSM65786	GSM65788	GSM65789	GSM65790	GSM65791	GSM65792	GSM65793	GSM65794	GSM65795	GSM65796	GSM65797	GSM65798	GSM65799	GSM65800	GSM65801	GSM65803	GSM65804	GSM65805	GSM65806	GSM65807	GSM65808	GSM65811	GSM65814	GSM65815	GSM65816	GSM65817	GSM65818	GSM65819	GSM65821	GSM65822	GSM65824	GSM65830	GSM65831	GSM65832	GSM65833	GSM65834	GSM65836	GSM65837	GSM65839	GSM65841	GSM65842	GSM65843	GSM65844	GSM65845	GSM65848	GSM65850	GSM65853	GSM65855	GSM65857	GSM65860	GSM65861	GSM65862	GSM65863	GSM65865	GSM65866	GSM65867	GSM65868	GSM65869	GSM65870	GSM65871	GSM65872	GSM65873	GSM65874	GSM65875	GSM65878	GSM65880
214455_at	4.593457	5.261931	5.559993	7.076957	4.958916	5.577616	5.698189	5.622516	4.200616	6.28466	4.692123	4.777807	4.781445	4.498588	4.695904	4.93418	4.545596	5.841023	4.778029	5.096378	6.119221	4.464137	4.556289	7.283715	9.478416	5.160859	4.578974	4.565444	4.435067	4.959368	4.898901	4.274436	5.981653	4.491499	4.968071	4.84734	7.222312	5.079401	4.555117	4.513234	4.677787	5.192155	4.551664	5.07114	4.6398	4.203808	4.796676	4.828795	4.913817	4.284256	5.511208	4.588871	7.177897	4.469263	5.803455	5.510529	6.297284	4.386075	5.003682	4.393081	5.743931	5.240608	4.717996	6.111931	4.170806	4.824545	4.848797	6.563727	5.823993	4.731652	4.333292	4.5395	6.770628	4.319861	8.076426	8.772616	5.051892	4.623843	4.395842	5.619509	6.526599	4.223721	4.554894	4.613877	4.394663	4.85607	4.363558	4.232429	4.509328	4.217625	4.611336
217698_at	4.093133	3.978149	4.084385	4.07254	4.068474	4.209217	4.014779	4.039492	4.232117	4.091849	4.218653	3.928959	3.948539	4.031245	4.438763	4.170324	4.127747	4.043635	4.036465	4.202876	4.188771	4.185514	4.11853	3.979331	3.76182	3.926319	4.089869	4.21836	4.124719	4.125727	4.09167	4.077065	4.193037	4.127975	3.952433	4.14814	4.046773	4.126447	4.1353	3.939721	4.131088	4.118781	4.246825	4.108218	4.131325	4.028179	4.031583	4.175115	4.099534	3.991118	4.140524	4.124586	4.069743	4.414201	4.262951	4.235191	4.223497	4.52024	4.328001	4.398434	4.347359	4.391909	4.310674	4.194547	4.404287	4.348088	4.301623	4.34124	4.594213	4.332134	4.480429	4.301183	4.34124	4.277274	4.252875	4.34124	4.307657	4.23589	4.428097	4.355072	4.315663	4.383155	4.386975	4.448577	4.595901	4.383155	4.326885	4.557655	4.412968	4.684189	4.314258
203050_at	8.470777	9.164426	8.750618	8.803321	8.91676	8.446338	8.354048	9.159864	8.829406	8.858243	8.956291	8.225652	8.659102	8.906442	8.774928	9.083241	9.252157	9.135695	8.717466	9.39517	8.851813	9.29182	8.741409	8.710498	8.930348	8.988069	8.77266	8.673529	8.479323	8.702727	8.549477	9.022672	8.541729	8.346871	9.340248	8.98111	9.142439	9.361208	9.011239	8.88464	8.946174	8.566558	8.857048	8.808723	8.928504	8.730129	8.689128	8.810738	9.096195	8.556704	9.086343	9.024377	8.546588	9.488713	9.157765	9.267065	8.876459	9.08577	9.74166	9.460385	9.354514	9.038838	8.897374	8.805546	8.700575	9.196947	8.983071	9.517918	9.11978	9.482113	9.121291	9.45385	9.639863	8.979403	9.526462	9.004664	9.372657	8.812161	8.641673	8.82152	9.687555	8.939887	9.611026	9.064436	9.813246	9.711273	9.360746	9.595597	9.383916	9.489961	9.134117
201197_at	9.662236	6.98892	7.862656	6.775209	6.767784	7.830521	6.737993	7.046326	6.710915	6.885408	6.782692	7.962635	8.151307	7.333391	6.470215	6.951244	7.50652	7.280515	7.869115	7.317082	7.091685	7.096379	6.957478	6.831467	6.691077	6.929631	7.150813	6.60311	7.316998	6.864133	8.327962	6.629492	7.113304	8.38494	7.182592	6.62771	7.100312	6.584235	6.819757	6.938837	7.260743	8.358607	8.804757	8.70811	6.969525	7.465742	7.436758	6.843534	7.289284	8.166537	7.288626	7.017316	8.274331	8.632815	8.703472	8.783689	8.707405	7.425368	8.331838	9.296318	10.121199	8.289743	8.59272	9.850234	10.220952	8.995063	8.921132	7.827431	8.302068	7.997724	9.299926	7.79144	8.668127	8.951973	7.573708	8.781013	7.965403	9.782348	8.33151	8.276849	7.595646	8.602086	8.467178	8.853945	8.754705	9.22255	9.299215	9.742444	8.008063	9.014657	8.414803
213383_at	7.601287	7.024226	6.80641	7.039812	7.177499	6.837667	6.902384	6.76562	7.268196	7.095545	6.990093	6.721651	6.837491	6.821585	7.274259	7.447127	6.950773	7.105321	6.827324	6.460491	6.929099	6.68537	7.132102	6.884818	7.079254	6.759734	7.410236	7.161021	7.215941	6.897054	7.378789	7.198993	7.086902	7.187088	7.141442	7.279841	6.765102	7.095232	7.251631	7.252575	7.292629	7.788524	7.017782	7.351078	7.207382	7.085786	7.172277	7.149045	7.251035	7.375525	7.066792	7.203961	6.816807	6.643733	6.316799	6.439369	6.256651	6.83006	6.507271	6.254504	6.328651	6.445805	6.86409	6.45714	6.535364	6.778683	6.676568	6.777937	6.533412	6.758732	6.634715	6.521905	6.390047	6.429254	6.539663	6.596711	6.800301	6.81464	6.626471	6.642448	6.642448	6.688342	6.585423	6.642448	6.76472	6.54327	6.768218	6.833865	6.58423	6.781202	6.712923
207688_s_at	6.703894	6.508093	6.397162	6.640445	6.713368	6.889307	6.873392	6.283976	6.252101	6.280806	5.800818	5.95827	6.440641	5.719992	6.396133	6.134956	5.980046	5.820694	5.890803	6.326073	5.758357	5.867249	6.387384	6.56762	6.208568	6.241238	6.631307	6.291124	6.393135	6.688209	7.032564	6.551614	5.988015	5.813604	6.974832	6.296063	6.108875	6.098586	6.122949	5.908135	7.251167	6.933235	6.631809	6.716934	5.43031	6.693482	6.524696	5.951346	6.882682	6.653052	5.853513	6.414383	6.94392	6.269159	6.291814	6.295105	6.09199	6.823869	6.453504	6.175373	6.13297	5.886026	7.379156	7.292006	6.219685	6.054738	6.694929	6.005136	6.396598	6.214257	6.07754	5.964693	6.387869	6.475531	6.338596	6.395036	5.710035	6.250586	5.719579	6.605924	6.373423	6.185397	5.464308	6.214098	7.52555	7.719053	7.33654	7.17891	6.40218	5.693879	5.808749
219813_at	5.099357	5.195645	5.198381	5.07189	5.020432	5.182434	5.252101	5.055494	5.078102	5.164804	5.427012	5.280746	5.106848	5.308085	5.314361	5.259475	5.137334	5.241355	5.151232	5.199579	5.214689	5.354536	5.286179	5.152898	4.897428	5.172331	5.101097	5.347993	5.303892	5.285078	5.15115	5.125502	5.3781	5.324518	4.986058	5.449637	5.326131	5.229074	5.033305	5.202641	5.193811	5.037869	5.377578	5.296259	5.287688	5.097256	5.051039	5.244687	5.069282	5.229702	5.159968	5.480117	5.157871	5.118748	5.602671	5.189368	5.185627	5.204124	5.165523	5.415815	5.209549	5.125067	5.217386	5.15283	5.336689	5.247431	5.160769	5.255545	5.336446	5.536597	5.231023	5.507123	5.181487	5.191988	5.206885	5.227719	5.411301	5.252542	5.253032	5.258662	5.155612	5.36131	5.494393	5.291864	5.276023	5.272038	5.203087	5.35853	5.583261	5.514803	5.238462
216179_x_at	4.622746	4.902359	4.70824	4.815788	4.61233	4.910314	4.823483	4.850736	4.905332	4.724395	4.928646	4.66276	4.49137	4.841364	4.95084	4.617907	4.83988	4.625635	4.525014	4.67615	4.57293	4.673913	4.744772	4.625207	4.707596	4.631299	4.694611	4.713492	4.733633	4.738515	4.613839	4.969706	4.957411	4.894924	5.158847	4.823959	4.759611	4.79672	4.639297	4.842525	4.606203	4.699956	4.798418	4.897839	4.735105	4.821196	4.897306	4.78105	4.902359	4.75818	5.029641	4.836992	4.768049	4.625164	4.733128	4.688464	4.66533	5.085287	4.534822	5.070258	4.370587	4.593607	4.720629	4.734452	4.675528	4.793007	4.836479	4.726333	4.743477	4.793595	4.66184	4.70265	4.691451	4.682234	4.824797	4.679887	4.788793	4.689666	4.861632	4.891686	4.815993	4.72673	4.730086	4.606727	4.983954	4.720629	4.661151	4.728771	4.991205	4.800218	4.706911
204327_s_at	7.295087	7.179929	6.478347	6.310225	6.646546	6.720823	6.559947	6.379678	6.667785	6.80038	6.511633	7.509772	6.528879	6.832406	6.91989	6.869575	6.267415	6.571572	6.438011	6.507505	7.001821	7.025196	6.910511	6.592476	7.094138	6.067189	6.739128	6.523502	6.674431	6.727008	5.972716	6.813928	6.82639	6.622162	6.560503	6.294966	6.433829	6.502937	6.138026	6.654231	6.618424	6.481426	6.775095	6.970153	6.596457	6.818824	6.425675	6.749191	6.917867	6.956127	6.347069	6.305582	6.671304	7.624032	7.63214	7.460915	6.981773	7.585761	7.354171	7.189249	7.024658	7.184447	7.518941	8.075423	6.894608	7.16469	7.2708	7.361668	8.104567	7.358458	7.077777	7.422676	7.265673	7.012001	7.825221	7.176657	7.284052	7.259385	7.085669	7.233894	7.794791	7.119325	7.001491	7.35889	7.396163	7.738631	7.937175	8.031935	7.342378	7.826462	7.543228
203600_s_at	9.345777	9.218016	9.397445	9.046643	8.656733	8.453841	8.869689	9.056041	8.776014	8.642718	9.038631	7.723374	8.443218	9.116767	8.687137	8.959853	9.405096	9.392102	8.725305	9.186581	8.836176	8.837751	9.200502	8.841518	9.173298	8.732211	8.965196	8.823029	8.869687	9.167566	8.707631	8.911276	8.676869	8.228826	8.880453	8.551543	9.009984	8.798856	8.681108	8.857683	8.765972	8.446769	8.145709	8.161193	8.98554	8.777353	8.558821	8.648322	9.059106	8.25087	8.779037	8.648163	8.317727	9.46824	9.05886	9.285831	8.504949	9.875587	9.345989	9.090782	8.801837	9.37287	9.115696	8.989876	9.047923	8.330644	8.946506	8.547666	8.794308	9.406876	9.216358	9.179674	9.648108	8.950554	9.537911	8.827419	9.381433	9.50717	9.246829	8.840331	9.438144	9.4604	9.462829	9.249797	9.653087	9.61763	9.476905	9.310213	9.401781	9.755764	9.019799
221520_s_at	9.145707	7.492329	7.844352	7.964293	7.280463	8.099304	7.820948	7.191203	7.338516	7.421537	7.485621	7.938696	7.815545	7.449421	7.404407	7.816726	7.347774	7.956086	7.492982	7.782999	7.279463	7.406454	7.459105	7.698696	7.193112	7.685044	7.199873	7.432082	7.253157	7.202468	8.903747	7.392897	7.766461	8.479625	7.130324	6.986638	7.205138	7.224849	7.002957	7.476473	7.039979	8.618982	7.837696	8.065446	7.61194	7.23566	7.484512	7.521953	7.724082	7.794892	7.598527	7.584679	8.412507	8.647154	9.044628	8.266253	8.541383	10.062834	8.469748	8.66278	8.35862	8.617103	8.711073	9.479148	8.526636	9.73732	9.622229	8.734435	9.62372	8.403522	9.234424	8.365171	8.840682	8.886912	8.472809	8.778449	8.187725	9.102302	7.919958	8.90295	8.468261	8.752197	8.88929	8.772696	8.296057	8.764983	8.594002	8.298896	8.578065	8.302436	8.717267
219268_at	7.069283	7.31243	7.498576	6.99716	6.888347	7.683916	7.616261	7.303307	6.922137	7.274222	8.289676	7.709096	7.082742	7.228206	7.291565	7.18926	7.393	7.700544	7.37183	7.411197	7.02706	6.936122	6.843982	6.719323	7.200904	6.717856	6.786475	7.071699	7.371365	7.069554	6.729369	6.892381	7.275517	7.268123	7.088357	7.144229	8.022551	7.061485	7.934427	7.620895	7.370427	6.702572	7.040341	6.716732	7.101234	7.198172	7.938376	8.051945	6.744637	6.695547	7.452449	7.620177	6.769473	8.175613	6.992545	6.903563	6.820751	8.86445	6.928975	7.589271	7.111482	7.638481	6.280569	7.473708	6.483289	6.739109	6.297799	6.602862	6.93455	6.486332	6.246223	7.66856	7.088545	7.354485	6.719322	6.852493	6.840169	6.286049	6.630002	7.501328	6.399016	6.527791	8.182185	7.797185	6.993917	6.423697	7.532829	6.218846	6.576101	6.163662	7.489523
216720_at	5.733699	5.547225	5.610033	5.551312	5.483786	5.912526	5.653303	5.503287	5.538768	5.462047	5.636668	5.552801	5.416641	5.607175	5.682626	5.583339	5.503857	5.546111	5.448716	5.544714	5.574887	5.92825	5.668703	5.593905	5.309192	5.400074	5.64685	5.80215	5.584067	5.68305	5.467676	5.506001	5.750371	5.739673	5.240601	5.766551	5.324239	5.694062	5.377195	5.510084	5.616067	5.96595	5.575145	5.984839	5.624224	5.590807	5.592438	5.702555	5.644291	5.73461	5.527142	5.681529	5.576454	5.339879	5.403391	5.245405	5.401353	5.338732	5.391739	5.462494	5.11827	5.171784	5.305325	5.348146	5.299189	5.619974	5.232461	5.425735	5.442305	5.514654	5.579973	5.303667	5.311579	5.397232	5.264872	5.388789	5.338732	5.282447	5.253582	5.315545	5.33267	5.162403	5.310926	5.320217	5.224663	5.521402	5.181352	5.355612	6.075194	5.308793	5.325452
215316_at	4.128911	4.24643	4.209831	4.34285	4.201708	4.367001	4.263897	4.385427	3.990584	4.243112	4.330606	4.133723	4.242533	4.273401	4.382555	4.318977	4.432405	4.115057	4.133601	4.115074	4.351173	4.449211	4.602754	4.163205	4.139214	4.085944	4.321128	4.317706	4.139917	4.413617	4.111946	4.443193	4.510948	4.307495	4.144105	4.142941	4.10553	4.336733	4.274909	4.198036	4.282281	4.3127	4.700852	4.629897	4.365828	4.221597	4.13965	4.278936	4.135959	4.176217	4.23105	4.328603	4.182981	5.633422	5.619969	5.720257	5.552902	5.628335	5.52015	5.612043	5.04753	5.752421	5.69777	5.256375	5.595517	5.63467	5.417079	5.431754	5.78603	5.537192	5.663408	5.471187	5.547387	5.571581	5.672086	5.524189	5.23928	5.807579	5.599065	5.791995	5.562279	5.700612	5.289076	5.410757	5.697404	5.489327	5.881375	5.864777	5.605218	5.765249	6.036474
38703_at	9.483361	9.943096	9.695185	10.025863	9.524222	9.921555	10.033733	10.251925	9.604851	9.589392	9.864685	9.710997	9.742662	9.449911	9.941539	9.921761	10.10693	10.00789	9.647279	9.836304	9.637143	9.726289	9.809144	9.116633	9.439496	9.34203	9.588241	9.754778	10.514327	9.912523	10.06742	9.748593	10.008091	9.662933	9.789579	9.540035	9.748586	9.356371	9.430491	9.685752	9.853096	9.128739	9.747115	9.282613	9.487489	9.973438	10.105505	9.65358	9.8222	9.379795	9.638539	9.442299	10.588517	10.335444	10.455732	10.010062	10.081234	10.471234	10.346249	10.288605	10.496582	10.266111	9.880182	10.660277	10.000073	10.221725	10.35021	9.956263	9.498269	9.948675	9.975179	10.08618	10.396975	10.850047	9.895044	9.835143	10.317353	10.013432	10.136468	9.877975	9.957848	10.573139	10.546825	10.340309	10.263888	10.197446	10.013173	10.034815	10.171117	9.797673	10.127994
32062_at	5.550311	5.821641	5.924758	5.991433	5.530132	6.023153	6.078319	5.835144	5.652386	5.725153	5.625446	5.675574	5.669793	5.600219	6.001827	5.482062	5.680394	6.254214	5.709671	5.872772	5.747588	5.783118	5.646893	6.421034	5.798521	6.064325	6.215031	5.704359	5.673646	5.794133	6.162151	5.828101	5.789039	5.589755	5.698877	5.728861	5.630157	5.612563	5.431712	5.382667	5.670142	5.808543	6.063912	5.829228	5.503963	5.993263	6.071199	6.203161	5.729703	6.05129	5.808565	6.173578	5.746132	6.070192	6.154392	6.274342	6.100262	6.239401	6.193336	6.00759	6.079268	6.14503	6.503083	6.33623	6.005861	6.272471	6.06412	6.232658	6.319433	6.224479	5.949957	5.967102	6.331436	6.240554	6.316302	6.342992	5.973644	6.136753	6.234103	6.273092	6.169757	7.048908	5.936602	6.381724	6.159676	6.287626	6.23702	6.007076	6.060794	6.001474	6.21108
220157_x_at	7.332599	7.346146	7.517932	7.004638	7.330532	7.331832	7.233041	7.311392	7.306165	7.067757	7.188357	7.307965	7.122855	7.393451	7.161303	7.244297	6.962821	6.946502	7.294048	6.864925	7.213676	6.980819	7.159485	7.108783	7.260805	6.994792	7.067136	7.20729	7.610181	7.231185	7.224654	7.312837	7.493924	7.032964	7.229079	7.146721	7.047364	7.406883	7.342364	7.17038	7.278988	7.511358	7.651581	7.147052	7.2087	7.109145	7.216408	7.213749	6.581573	7.655855	7.249685	7.162921	7.270207	7.184739	7.287163	7.100245	7.136909	7.263384	7.219482	7.161693	7.251725	6.770381	7.161743	7.24953	7.142164	7.399985	6.990219	6.969528	7.514866	7.069277	7.223961	7.100703	7.352162	7.077011	7.184431	7.115872	6.988846	7.063797	7.557575	7.329356	7.097955	6.808798	7.104567	7.189424	7.277383	7.558734	6.993618	7.302191	6.883993	7.24702	7.183132
216917_s_at	4.132892	4.19274	3.959221	4.076445	4.557737	4.05399	4.080908	4.136288	4.074249	4.002747	4.048557	3.986186	3.93046	4.042948	4.14441	4.16906	4.080532	4.040853	3.970818	4.048337	5.738137	4.237129	4.013454	4.089652	3.954896	3.990069	4.164827	3.99258	3.875663	4.05323	4.001626	4.061556	4.222083	3.967442	3.983423	4.085869	3.971836	3.961141	4.118985	3.942182	3.999329	4.016397	4.23923	3.975763	4.18156	3.929262	3.77593	3.994193	3.938592	3.973339	3.985822	4.090281	4.014348	4.458505	4.498456	4.593813	4.492522	4.515233	4.436576	4.519749	4.452593	4.498575	4.416412	4.504218	4.634707	4.594446	4.509816	4.476818	4.702511	4.534543	4.478055	4.524964	5.570957	4.360713	4.447837	4.465816	4.488481	4.482306	4.470689	4.628123	4.533613	4.718599	4.443874	4.461552	4.788584	4.848571	4.642694	4.40398	4.41793	4.612915	4.516338
217294_s_at	8.670948	8.160102	9.746768	8.163367	8.291246	8.332085	6.98338	8.978159	8.167315	9.080239	7.735451	9.916332	10.283585	8.93085	7.77548	9.074898	8.510034	9.168617	9.494807	9.056781	8.414415	8.099074	7.062628	9.800482	8.583762	9.983025	8.086205	7.851912	8.351576	7.443074	10.073383	8.458295	7.801405	10.552751	8.279735	8.595208	8.534351	7.880711	9.099925	8.738996	8.252816	9.24313	9.203896	8.629965	8.400608	7.845426	8.793375	8.917307	7.897083	8.61312	8.726696	9.525281	9.64767	9.926435	10.43496	10.801514	9.828841	8.480529	9.8521	10.450169	10.294107	10.504184	9.461831	10.395179	10.668352	11.400008	11.861894	9.827848	10.892686	9.497765	11.179773	9.540618	9.874909	10.684363	9.912502	11.538031	10.212593	10.8116	10.233128	9.488572	9.679857	9.6439	9.51775	10.896172	8.952146	9.957078	10.260587	9.857329	9.242012	11.119797	10.209654
221301_at	6.865763	7.100594	6.899356	7.145353	6.981444	6.999602	7.013801	6.925494	7.136805	7.029268	7.010197	7.015413	6.819956	7.059817	7.062603	6.965071	7.033797	6.905041	6.810671	6.952828	6.935435	7.173788	6.921394	6.997732	6.929787	7.055083	6.893068	7.038831	6.904591	7.007824	6.964939	6.901072	7.136028	7.349566	6.840476	7.140451	6.820652	7.009377	7.278527	6.955923	7.07596	6.792586	7.001492	6.821118	6.949912	6.908519	7.058565	7.256011	6.982723	7.178575	7.081012	7.28771	6.999478	6.837569	6.832233	6.712971	6.585034	6.867014	6.802315	6.971454	6.791212	6.739105	6.745628	6.823083	6.805339	6.888359	6.701332	6.921194	6.995606	6.71395	6.640847	6.947995	6.63254	6.764885	6.790706	6.785341	6.644858	6.660929	7.157107	6.698336	6.720447	6.93499	6.749144	6.811744	6.883791	6.757368	6.827691	6.384547	6.983434	7.148936	6.973814
203873_at	5.924605	5.575125	5.516251	5.627076	5.568165	5.707778	5.647201	5.560926	5.593281	5.575901	5.93541	5.447579	5.256795	5.572612	5.96716	6.01118	5.943791	5.337037	5.268934	5.97647	5.678475	6.000005	5.767832	5.590039	5.472024	5.380852	5.744422	5.884892	5.361667	5.974166	5.664126	5.79634	5.839007	5.815427	5.585134	5.862665	5.444628	5.807717	5.484265	5.496981	5.571528	6.160008	5.925348	5.99187	5.782578	5.493195	5.676453	5.870224	5.397742	5.457413	5.665612	5.68407	5.592085	6.488887	6.664039	6.298162	6.120084	6.483188	6.306858	6.498082	6.3892	6.493088	6.385079	6.274534	6.335048	6.445212	6.368801	6.36081	6.727629	6.386591	6.52232	6.480927	6.226907	6.25273	6.387352	6.104956	5.979919	6.272977	6.475543	6.378745	6.365111	6.72677	6.403189	6.444237	6.933116	6.404241	6.508192	6.445392	7.001025	6.675878	6.427704
203420_at	9.470595	9.144523	8.762183	9.14359	9.396891	9.296709	9.490137	9.4326	9.239601	9.199529	8.923451	8.897878	9.229404	9.319524	9.339348	9.072676	9.105938	9.435239	9.15572	9.048094	9.234011	9.604134	9.293713	9.108715	9.29768	8.890715	9.248241	9.287054	8.998631	9.406741	8.346542	8.902991	9.116147	8.872909	9.336389	9.094962	8.887281	9.272108	8.736054	9.070106	8.49913	9.87455	9.207929	8.728668	9.330596	9.401264	8.978436	9.151917	8.829856	9.506347	8.814814	9.083409	8.976981	9.351969	9.242898	9.775307	9.672871	9.654459	9.598233	9.195276	9.742225	9.221458	9.303723	9.130835	9.001077	8.672403	9.323973	9.96905	10.148919	9.717037	8.91945	9.475505	9.321287	9.421827	10.38393	9.306518	9.854356	9.758869	9.760216	9.524058	9.662244	9.923142	9.039434	9.070996	9.941468	9.304083	9.740396	10.214321	10.910661	9.070189	9.363724
200807_s_at	12.419759	11.198389	11.722718	11.518334	11.185022	12.083261	11.761203	11.722098	11.065029	11.388421	11.126464	12.285238	11.401646	11.026572	10.539602	11.118326	11.527181	12.204877	11.529227	11.303707	10.820741	11.140736	11.082213	11.451435	11.482749	11.285321	11.077212	10.997746	11.337502	10.800298	12.181872	11.355402	11.484431	12.00744	11.124455	11.215323	11.668767	10.739255	11.024277	11.332812	11.518449	12.066517	11.945485	11.837028	10.828179	11.685549	11.796189	11.684971	11.547537	11.728755	11.35694	11.999394	11.613618	12.560246	12.711149	12.171357	12.175486	12.819634	11.912005	12.217068	12.401304	12.36096	11.901725	13.078997	12.888763	12.342849	12.566432	12.346	13.081991	11.735216	12.350707	11.735354	11.894467	12.843922	11.679822	12.975122	12.077311	12.590902	11.792259	12.525455	11.823243	12.699876	12.617001	12.282484	12.293644	12.354086	12.843485	12.537771	12.438858	12.081312	12.42728
221373_x_at	6.490413	6.332961	6.495949	6.524755	6.206117	6.460706	6.419552	6.355326	6.50059	6.407146	6.536229	6.403263	6.395052	6.319435	6.422825	6.408544	6.189789	6.514264	6.449663	6.296781	6.229101	6.632909	6.206347	6.188476	6.413673	6.460832	6.332811	6.501475	6.292427	6.319118	6.227092	6.316603	6.39346	6.53165	6.249444	6.300639	6.292133	6.355711	6.635995	6.404273	6.443774	6.303994	6.431288	6.258866	6.510881	6.255042	6.651758	6.604944	6.360496	6.48737	6.521817	6.726966	6.435481	6.607562	6.705274	6.441361	6.537016	6.952369	6.748534	6.846864	6.479013	6.622041	6.631007	6.533836	6.514812	6.643603	6.694836	6.815811	6.689033	6.682697	6.615749	6.74694	6.488806	6.809112	6.568618	6.629793	6.660119	6.602646	6.586236	6.576286	6.588519	6.559873	6.686766	6.666249	6.306067	6.567732	6.746446	6.491403	6.418456	6.823625	6.735019
201387_s_at	9.612365	7.821265	8.180887	7.627091	7.729311	7.745426	7.639172	7.899217	8.431705	8.243386	7.687796	8.343216	7.722574	8.052534	7.833789	8.046643	7.623432	8.231979	8.371941	8.275947	7.788942	7.619976	7.557204	7.571129	7.917757	7.547067	7.391922	7.867443	8.386473	8.052918	11.244679	7.127863	7.632544	10.362802	7.428758	7.824451	7.624655	7.879853	8.076883	7.858087	7.677502	7.67874	8.143192	7.868855	8.389675	7.464751	7.420591	8.361489	7.55918	7.372073	8.120612	8.716097	7.613849	8.003639	8.205391	8.167207	8.089685	9.976733	8.401312	8.267077	9.155178	8.204217	8.578102	8.21536	8.820148	8.57812	8.431552	8.45074	10.508892	8.448781	10.001836	8.914039	8.246812	8.441465	8.043778	8.484999	8.131037	11.830796	8.877767	8.267944	8.389629	8.102432	8.768124	8.155518	8.278694	8.510361	8.379884	7.750063	8.279769	9.103655	8.380331
221430_s_at	6.823245	6.420934	6.517812	6.237897	6.680304	6.406579	6.165256	7.118894	6.70333	7.026711	6.396586	6.913619	7.313081	7.192725	6.663067	7.332	6.978052	6.906232	7.36895	6.798	6.689652	7.03369	6.38596	7.439842	6.617517	7.363356	6.815898	6.422861	7.082783	6.72686	7.063086	6.742712	6.602057	7.217796	6.969296	6.644812	7.091653	6.627239	7.177228	7.070418	6.205474	6.63515	6.376388	6.484865	6.855052	6.257302	6.538576	6.767658	6.691315	6.781494	7.147612	6.931645	6.686157	7.806586	7.616915	7.892585	7.482863	7.110909	7.327679	7.766679	8.068271	8.183186	6.936325	8.197035	8.777591	7.567021	7.931154	7.557826	7.50581	7.846939	7.759658	7.5834	8.216383	8.231203	7.135687	7.855355	7.990679	8.211284	7.877512	7.323025	7.775315	7.783955	7.890301	7.933854	7.996366	7.821585	7.983606	7.901374	8.245292	8.467953	8.062605
200965_s_at	7.847043	9.016374	9.259297	9.369017	9.088307	8.448937	7.866145	8.335212	8.893355	9.009956	8.519054	7.973065	8.528921	9.383578	8.811746	8.969437	9.243799	8.5086	8.81363	9.072768	8.756189	8.704389	8.868654	8.875518	8.938815	8.854443	9.498524	9.366084	9.064736	8.669233	8.029473	9.202325	8.513952	9.221989	8.803801	7.995065	8.469745	9.019395	8.32655	7.999601	9.185978	8.466041	8.858279	8.282344	8.843539	8.49111	8.732792	8.816284	9.319943	8.968137	8.463647	9.036319	8.521729	9.638253	9.029735	10.583652	10.524936	9.750961	10.220985	9.994805	10.200323	9.881138	9.870443	10.664212	10.144281	9.04548	9.76087	9.291618	10.714337	10.194325	10.354122	10.2054	10.225683	9.503219	10.002596	10.086801	9.771174	9.557039	10.834536	10.637336	9.707619	8.821164	9.428364	9.98438	10.222175	10.025009	9.883162	10.472648	7.319591	8.413592	10.367411
218230_at	6.447884	7.798792	7.775897	7.805496	7.92522	7.464605	8.071653	7.727736	7.770004	7.465734	7.376314	7.703036	7.389857	7.91756	7.629498	7.125813	7.379766	8.622308	8.140743	7.59865	7.71899	7.517449	7.981986	7.953355	8.063546	8.201149	7.690199	7.515881	7.595732	7.695474	7.264206	7.675669	7.23937	7.513487	8.062727	7.598198	7.571641	7.975294	7.784792	7.789314	7.361177	6.855791	7.291407	7.364983	7.172483	7.904708	7.40643	7.778228	8.148182	7.696593	7.155256	7.542754	7.605542	8.715296	8.679954	9.064239	8.742365	9.485967	8.954599	8.818874	8.81595	8.678644	8.506781	8.971302	8.011954	7.785739	7.807439	8.294954	8.600488	9.035842	8.422144	8.599304	9.362352	8.041127	9.02353	8.350495	8.990922	8.134183	8.204834	8.035634	8.971283	9.150579	8.984771	8.445922	9.085395	9.332783	8.779507	9.427871	8.485034	8.444512	7.751781
201746_at	6.484026	8.400127	7.390905	6.395017	7.740912	7.751762	8.694849	7.645313	7.334531	8.260778	7.548123	7.969817	6.688234	7.686987	7.653135	7.464904	7.105104	6.747815	7.694792	7.410539	7.60234	7.079116	8.255564	6.99806	7.906988	7.720492	7.845285	7.53767	7.76012	7.709977	8.568347	8.248687	7.664837	7.481543	7.692109	7.37602	7.640098	7.453492	7.655157	7.337525	8.180182	7.168564	6.443633	7.867345	7.422214	7.575662	8.455065	6.727422	8.330708	6.575229	7.059766	7.827647	8.641353	9.459453	8.083762	8.291181	6.670402	8.95197	8.138677	6.874819	7.824176	8.067391	8.102728	6.937133	6.985605	9.120525	9.503369	8.276445	7.023964	8.089207	9.051398	8.187618	8.145915	8.912257	8.500698	8.086988	7.338452	8.610436	8.111002	6.244946	8.003188	7.651879	7.399236	7.103726	8.054033	7.992716	8.447131	8.530353	6.779179	9.781179	8.436909
