"","corr.Factor1","corr.Factor2","corr.Factor3","corr.Factor4","corr.Factor5","corr.Factor6","corr.Factor7","corr.Factor8","corr.Factor9","corr.Factor10","corr.Factor11","corr.Factor12","corr.Factor13","corr.Factor14","corr.Factor15","corrPos.xName","corrPos.yName","corrPos.x","corrPos.y","corrPos.corr","type"
"15",0.0256216648901938,0.0462730092705818,0.0223166655004888,0.0338497126638723,0.0208828866558014,0.0720357505003672,0.0372812806001792,0.0719518400905411,0.0931976006949525,0.101760061740587,0.110525714763147,0.0355449155626368,0.0655110405083775,0.0341490158722124,1,"Factor1","Factor15",1,1,0.0256216648901938,"full"
"16",1,0.144234542226772,0.0857456492284434,0.0253312387943809,0.0129257587922878,0.127460094167724,0.0729076458941207,0.067396030664031,0.112440289892209,0.120588321158302,0.171943111673972,0.105482167860474,0.0953127968088414,0.0755706061560764,0.0256216648901938,"Factor2","Factor1",2,15,0.144234542226772,"full"
"17",0.144234542226772,1,0.0357839358626844,0.0441907513589077,0.066466181220406,0.0434992603453163,0.132726296024063,0.0774144708002898,0.153440930166058,0.0771283665392411,0.0389195985868837,0.125228957439029,0.0892221937301431,0.0420007361439634,0.0462730092705818,"Factor2","Factor2",2,14,1,"full"
"18",0.0857456492284434,0.0357839358626844,1,0.109784415106475,0.0325599408213619,0.0625032944366688,0.175773471436073,0.0616247574023117,0.0841157383566589,0.0383598364935253,0.066338109322184,0.0130738757787588,0.0810935142823241,0.0785954864154088,0.0223166655004888,"Factor2","Factor3",2,13,0.0357839358626844,"full"
"19",0.0253312387943809,0.0441907513589077,0.109784415106475,1,0.0760852732744024,0.144748642549231,0.0496945062111828,0.148918127519138,0.0841173672213602,0.0958246238152223,0.00722190802359896,0.0815279187484329,0.0983226159977922,0.119898681404074,0.0338497126638723,"Factor2","Factor4",2,12,0.0441907513589077,"full"
"20",0.0129257587922878,0.066466181220406,0.0325599408213619,0.0760852732744024,1,0.0615298462088205,0.100728849463126,0.0456738717576954,0.0554727737331102,0.0292663309393641,0.131323810503243,0.0866043503416414,0.0557911513975532,0.0824309954999237,0.0208828866558014,"Factor2","Factor5",2,11,0.066466181220406,"full"
"21",0.127460094167724,0.0434992603453163,0.0625032944366688,0.144748642549231,0.0615298462088205,1,0.0567911569805692,0.0398889288505814,0.137116474785702,0.110493515817039,0.0534111528174948,0.031252192311366,0.127326562832426,0.0197223600570815,0.0720357505003672,"Factor2","Factor6",2,10,0.0434992603453163,"full"
"22",0.0729076458941207,0.132726296024063,0.175773471436073,0.0496945062111828,0.100728849463126,0.0567911569805692,1,0.0115128036036184,0.055465085968469,0.0975609360426991,0.0075468884593408,0.0850304424154771,0.0207273134663904,0.100099483193103,0.0372812806001792,"Factor2","Factor7",2,9,0.132726296024063,"full"
"23",0.067396030664031,0.0774144708002898,0.0616247574023117,0.148918127519138,0.0456738717576954,0.0398889288505814,0.0115128036036184,1,0.0687980434676502,0.0149233238977547,0.0770787598102396,0.0606643766128632,0.0207879205199215,0.00584782344586719,0.0719518400905411,"Factor2","Factor8",2,8,0.0774144708002898,"full"
"24",0.112440289892209,0.153440930166058,0.0841157383566589,0.0841173672213602,0.0554727737331102,0.137116474785702,0.055465085968469,0.0687980434676502,1,0.127039680324485,0.00516352034027499,0.0962849751887465,0.0977841756479817,0.0857920176642207,0.0931976006949525,"Factor2","Factor9",2,7,0.153440930166058,"full"
"25",0.120588321158302,0.0771283665392411,0.0383598364935253,0.0958246238152223,0.0292663309393641,0.110493515817039,0.0975609360426991,0.0149233238977547,0.127039680324485,1,0.0539457168275496,0.0320999703791272,0.0582524954378681,0.0818372867996153,0.101760061740587,"Factor2","Factor10",2,6,0.0771283665392411,"full"
"26",0.171943111673972,0.0389195985868837,0.066338109322184,0.00722190802359896,0.131323810503243,0.0534111528174948,0.0075468884593408,0.0770787598102396,0.00516352034027499,0.0539457168275496,1,0.0669694167850566,0.0406931651353489,0.0293342985241254,0.110525714763147,"Factor2","Factor11",2,5,0.0389195985868837,"full"
"27",0.105482167860474,0.125228957439029,0.0130738757787588,0.0815279187484329,0.0866043503416414,0.031252192311366,0.0850304424154771,0.0606643766128632,0.0962849751887465,0.0320999703791272,0.0669694167850566,1,0.0703521963757841,0.0217720226539992,0.0355449155626368,"Factor2","Factor12",2,4,0.125228957439029,"full"
"28",0.0953127968088414,0.0892221937301431,0.0810935142823241,0.0983226159977922,0.0557911513975532,0.127326562832426,0.0207273134663904,0.0207879205199215,0.0977841756479817,0.0582524954378681,0.0406931651353489,0.0703521963757841,1,0.00270116461504853,0.0655110405083775,"Factor2","Factor13",2,3,0.0892221937301431,"full"
"29",0.0755706061560764,0.0420007361439634,0.0785954864154088,0.119898681404074,0.0824309954999237,0.0197223600570815,0.100099483193103,0.00584782344586719,0.0857920176642207,0.0818372867996153,0.0293342985241254,0.0217720226539992,0.00270116461504853,1,0.0341490158722124,"Factor2","Factor14",2,2,0.0420007361439634,"full"
"30",0.0256216648901938,0.0462730092705818,0.0223166655004888,0.0338497126638723,0.0208828866558014,0.0720357505003672,0.0372812806001792,0.0719518400905411,0.0931976006949525,0.101760061740587,0.110525714763147,0.0355449155626368,0.0655110405083775,0.0341490158722124,1,"Factor2","Factor15",2,1,0.0462730092705818,"full"
"31",1,0.144234542226772,0.0857456492284434,0.0253312387943809,0.0129257587922878,0.127460094167724,0.0729076458941207,0.067396030664031,0.112440289892209,0.120588321158302,0.171943111673972,0.105482167860474,0.0953127968088414,0.0755706061560764,0.0256216648901938,"Factor3","Factor1",3,15,0.0857456492284434,"full"
"32",0.144234542226772,1,0.0357839358626844,0.0441907513589077,0.066466181220406,0.0434992603453163,0.132726296024063,0.0774144708002898,0.153440930166058,0.0771283665392411,0.0389195985868837,0.125228957439029,0.0892221937301431,0.0420007361439634,0.0462730092705818,"Factor3","Factor2",3,14,0.0357839358626844,"full"
"33",0.0857456492284434,0.0357839358626844,1,0.109784415106475,0.0325599408213619,0.0625032944366688,0.175773471436073,0.0616247574023117,0.0841157383566589,0.0383598364935253,0.066338109322184,0.0130738757787588,0.0810935142823241,0.0785954864154088,0.0223166655004888,"Factor3","Factor3",3,13,1,"full"
"34",0.0253312387943809,0.0441907513589077,0.109784415106475,1,0.0760852732744024,0.144748642549231,0.0496945062111828,0.148918127519138,0.0841173672213602,0.0958246238152223,0.00722190802359896,0.0815279187484329,0.0983226159977922,0.119898681404074,0.0338497126638723,"Factor3","Factor4",3,12,0.109784415106475,"full"
"35",0.0129257587922878,0.066466181220406,0.0325599408213619,0.0760852732744024,1,0.0615298462088205,0.100728849463126,0.0456738717576954,0.0554727737331102,0.0292663309393641,0.131323810503243,0.0866043503416414,0.0557911513975532,0.0824309954999237,0.0208828866558014,"Factor3","Factor5",3,11,0.0325599408213619,"full"
"36",0.127460094167724,0.0434992603453163,0.0625032944366688,0.144748642549231,0.0615298462088205,1,0.0567911569805692,0.0398889288505814,0.137116474785702,0.110493515817039,0.0534111528174948,0.031252192311366,0.127326562832426,0.0197223600570815,0.0720357505003672,"Factor3","Factor6",3,10,0.0625032944366688,"full"
"37",0.0729076458941207,0.132726296024063,0.175773471436073,0.0496945062111828,0.100728849463126,0.0567911569805692,1,0.0115128036036184,0.055465085968469,0.0975609360426991,0.0075468884593408,0.0850304424154771,0.0207273134663904,0.100099483193103,0.0372812806001792,"Factor3","Factor7",3,9,0.175773471436073,"full"
"38",0.067396030664031,0.0774144708002898,0.0616247574023117,0.148918127519138,0.0456738717576954,0.0398889288505814,0.0115128036036184,1,0.0687980434676502,0.0149233238977547,0.0770787598102396,0.0606643766128632,0.0207879205199215,0.00584782344586719,0.0719518400905411,"Factor3","Factor8",3,8,0.0616247574023117,"full"
"39",0.112440289892209,0.153440930166058,0.0841157383566589,0.0841173672213602,0.0554727737331102,0.137116474785702,0.055465085968469,0.0687980434676502,1,0.127039680324485,0.00516352034027499,0.0962849751887465,0.0977841756479817,0.0857920176642207,0.0931976006949525,"Factor3","Factor9",3,7,0.0841157383566589,"full"
"40",0.120588321158302,0.0771283665392411,0.0383598364935253,0.0958246238152223,0.0292663309393641,0.110493515817039,0.0975609360426991,0.0149233238977547,0.127039680324485,1,0.0539457168275496,0.0320999703791272,0.0582524954378681,0.0818372867996153,0.101760061740587,"Factor3","Factor10",3,6,0.0383598364935253,"full"
"41",0.171943111673972,0.0389195985868837,0.066338109322184,0.00722190802359896,0.131323810503243,0.0534111528174948,0.0075468884593408,0.0770787598102396,0.00516352034027499,0.0539457168275496,1,0.0669694167850566,0.0406931651353489,0.0293342985241254,0.110525714763147,"Factor3","Factor11",3,5,0.066338109322184,"full"
"42",0.105482167860474,0.125228957439029,0.0130738757787588,0.0815279187484329,0.0866043503416414,0.031252192311366,0.0850304424154771,0.0606643766128632,0.0962849751887465,0.0320999703791272,0.0669694167850566,1,0.0703521963757841,0.0217720226539992,0.0355449155626368,"Factor3","Factor12",3,4,0.0130738757787588,"full"
"43",0.0953127968088414,0.0892221937301431,0.0810935142823241,0.0983226159977922,0.0557911513975532,0.127326562832426,0.0207273134663904,0.0207879205199215,0.0977841756479817,0.0582524954378681,0.0406931651353489,0.0703521963757841,1,0.00270116461504853,0.0655110405083775,"Factor3","Factor13",3,3,0.0810935142823241,"full"
"44",0.0755706061560764,0.0420007361439634,0.0785954864154088,0.119898681404074,0.0824309954999237,0.0197223600570815,0.100099483193103,0.00584782344586719,0.0857920176642207,0.0818372867996153,0.0293342985241254,0.0217720226539992,0.00270116461504853,1,0.0341490158722124,"Factor3","Factor14",3,2,0.0785954864154088,"full"
"45",0.0256216648901938,0.0462730092705818,0.0223166655004888,0.0338497126638723,0.0208828866558014,0.0720357505003672,0.0372812806001792,0.0719518400905411,0.0931976006949525,0.101760061740587,0.110525714763147,0.0355449155626368,0.0655110405083775,0.0341490158722124,1,"Factor3","Factor15",3,1,0.0223166655004888,"full"
"46",1,0.144234542226772,0.0857456492284434,0.0253312387943809,0.0129257587922878,0.127460094167724,0.0729076458941207,0.067396030664031,0.112440289892209,0.120588321158302,0.171943111673972,0.105482167860474,0.0953127968088414,0.0755706061560764,0.0256216648901938,"Factor4","Factor1",4,15,0.0253312387943809,"full"
"47",0.144234542226772,1,0.0357839358626844,0.0441907513589077,0.066466181220406,0.0434992603453163,0.132726296024063,0.0774144708002898,0.153440930166058,0.0771283665392411,0.0389195985868837,0.125228957439029,0.0892221937301431,0.0420007361439634,0.0462730092705818,"Factor4","Factor2",4,14,0.0441907513589077,"full"
"48",0.0857456492284434,0.0357839358626844,1,0.109784415106475,0.0325599408213619,0.0625032944366688,0.175773471436073,0.0616247574023117,0.0841157383566589,0.0383598364935253,0.066338109322184,0.0130738757787588,0.0810935142823241,0.0785954864154088,0.0223166655004888,"Factor4","Factor3",4,13,0.109784415106475,"full"
"49",0.0253312387943809,0.0441907513589077,0.109784415106475,1,0.0760852732744024,0.144748642549231,0.0496945062111828,0.148918127519138,0.0841173672213602,0.0958246238152223,0.00722190802359896,0.0815279187484329,0.0983226159977922,0.119898681404074,0.0338497126638723,"Factor4","Factor4",4,12,1,"full"
"50",0.0129257587922878,0.066466181220406,0.0325599408213619,0.0760852732744024,1,0.0615298462088205,0.100728849463126,0.0456738717576954,0.0554727737331102,0.0292663309393641,0.131323810503243,0.0866043503416414,0.0557911513975532,0.0824309954999237,0.0208828866558014,"Factor4","Factor5",4,11,0.0760852732744024,"full"
"51",0.127460094167724,0.0434992603453163,0.0625032944366688,0.144748642549231,0.0615298462088205,1,0.0567911569805692,0.0398889288505814,0.137116474785702,0.110493515817039,0.0534111528174948,0.031252192311366,0.127326562832426,0.0197223600570815,0.0720357505003672,"Factor4","Factor6",4,10,0.144748642549231,"full"
"52",0.0729076458941207,0.132726296024063,0.175773471436073,0.0496945062111828,0.100728849463126,0.0567911569805692,1,0.0115128036036184,0.055465085968469,0.0975609360426991,0.0075468884593408,0.0850304424154771,0.0207273134663904,0.100099483193103,0.0372812806001792,"Factor4","Factor7",4,9,0.0496945062111828,"full"
"53",0.067396030664031,0.0774144708002898,0.0616247574023117,0.148918127519138,0.0456738717576954,0.0398889288505814,0.0115128036036184,1,0.0687980434676502,0.0149233238977547,0.0770787598102396,0.0606643766128632,0.0207879205199215,0.00584782344586719,0.0719518400905411,"Factor4","Factor8",4,8,0.148918127519138,"full"
"54",0.112440289892209,0.153440930166058,0.0841157383566589,0.0841173672213602,0.0554727737331102,0.137116474785702,0.055465085968469,0.0687980434676502,1,0.127039680324485,0.00516352034027499,0.0962849751887465,0.0977841756479817,0.0857920176642207,0.0931976006949525,"Factor4","Factor9",4,7,0.0841173672213602,"full"
"55",0.120588321158302,0.0771283665392411,0.0383598364935253,0.0958246238152223,0.0292663309393641,0.110493515817039,0.0975609360426991,0.0149233238977547,0.127039680324485,1,0.0539457168275496,0.0320999703791272,0.0582524954378681,0.0818372867996153,0.101760061740587,"Factor4","Factor10",4,6,0.0958246238152223,"full"
"56",0.171943111673972,0.0389195985868837,0.066338109322184,0.00722190802359896,0.131323810503243,0.0534111528174948,0.0075468884593408,0.0770787598102396,0.00516352034027499,0.0539457168275496,1,0.0669694167850566,0.0406931651353489,0.0293342985241254,0.110525714763147,"Factor4","Factor11",4,5,0.00722190802359896,"full"
"57",0.105482167860474,0.125228957439029,0.0130738757787588,0.0815279187484329,0.0866043503416414,0.031252192311366,0.0850304424154771,0.0606643766128632,0.0962849751887465,0.0320999703791272,0.0669694167850566,1,0.0703521963757841,0.0217720226539992,0.0355449155626368,"Factor4","Factor12",4,4,0.0815279187484329,"full"
"58",0.0953127968088414,0.0892221937301431,0.0810935142823241,0.0983226159977922,0.0557911513975532,0.127326562832426,0.0207273134663904,0.0207879205199215,0.0977841756479817,0.0582524954378681,0.0406931651353489,0.0703521963757841,1,0.00270116461504853,0.0655110405083775,"Factor4","Factor13",4,3,0.0983226159977922,"full"
"59",0.0755706061560764,0.0420007361439634,0.0785954864154088,0.119898681404074,0.0824309954999237,0.0197223600570815,0.100099483193103,0.00584782344586719,0.0857920176642207,0.0818372867996153,0.0293342985241254,0.0217720226539992,0.00270116461504853,1,0.0341490158722124,"Factor4","Factor14",4,2,0.119898681404074,"full"
"60",0.0256216648901938,0.0462730092705818,0.0223166655004888,0.0338497126638723,0.0208828866558014,0.0720357505003672,0.0372812806001792,0.0719518400905411,0.0931976006949525,0.101760061740587,0.110525714763147,0.0355449155626368,0.0655110405083775,0.0341490158722124,1,"Factor4","Factor15",4,1,0.0338497126638723,"full"
"61",1,0.144234542226772,0.0857456492284434,0.0253312387943809,0.0129257587922878,0.127460094167724,0.0729076458941207,0.067396030664031,0.112440289892209,0.120588321158302,0.171943111673972,0.105482167860474,0.0953127968088414,0.0755706061560764,0.0256216648901938,"Factor5","Factor1",5,15,0.0129257587922878,"full"
"62",0.144234542226772,1,0.0357839358626844,0.0441907513589077,0.066466181220406,0.0434992603453163,0.132726296024063,0.0774144708002898,0.153440930166058,0.0771283665392411,0.0389195985868837,0.125228957439029,0.0892221937301431,0.0420007361439634,0.0462730092705818,"Factor5","Factor2",5,14,0.066466181220406,"full"
"63",0.0857456492284434,0.0357839358626844,1,0.109784415106475,0.0325599408213619,0.0625032944366688,0.175773471436073,0.0616247574023117,0.0841157383566589,0.0383598364935253,0.066338109322184,0.0130738757787588,0.0810935142823241,0.0785954864154088,0.0223166655004888,"Factor5","Factor3",5,13,0.0325599408213619,"full"
"64",0.0253312387943809,0.0441907513589077,0.109784415106475,1,0.0760852732744024,0.144748642549231,0.0496945062111828,0.148918127519138,0.0841173672213602,0.0958246238152223,0.00722190802359896,0.0815279187484329,0.0983226159977922,0.119898681404074,0.0338497126638723,"Factor5","Factor4",5,12,0.0760852732744024,"full"
"65",0.0129257587922878,0.066466181220406,0.0325599408213619,0.0760852732744024,1,0.0615298462088205,0.100728849463126,0.0456738717576954,0.0554727737331102,0.0292663309393641,0.131323810503243,0.0866043503416414,0.0557911513975532,0.0824309954999237,0.0208828866558014,"Factor5","Factor5",5,11,1,"full"
"66",0.127460094167724,0.0434992603453163,0.0625032944366688,0.144748642549231,0.0615298462088205,1,0.0567911569805692,0.0398889288505814,0.137116474785702,0.110493515817039,0.0534111528174948,0.031252192311366,0.127326562832426,0.0197223600570815,0.0720357505003672,"Factor5","Factor6",5,10,0.0615298462088205,"full"
"67",0.0729076458941207,0.132726296024063,0.175773471436073,0.0496945062111828,0.100728849463126,0.0567911569805692,1,0.0115128036036184,0.055465085968469,0.0975609360426991,0.0075468884593408,0.0850304424154771,0.0207273134663904,0.100099483193103,0.0372812806001792,"Factor5","Factor7",5,9,0.100728849463126,"full"
"68",0.067396030664031,0.0774144708002898,0.0616247574023117,0.148918127519138,0.0456738717576954,0.0398889288505814,0.0115128036036184,1,0.0687980434676502,0.0149233238977547,0.0770787598102396,0.0606643766128632,0.0207879205199215,0.00584782344586719,0.0719518400905411,"Factor5","Factor8",5,8,0.0456738717576954,"full"
"69",0.112440289892209,0.153440930166058,0.0841157383566589,0.0841173672213602,0.0554727737331102,0.137116474785702,0.055465085968469,0.0687980434676502,1,0.127039680324485,0.00516352034027499,0.0962849751887465,0.0977841756479817,0.0857920176642207,0.0931976006949525,"Factor5","Factor9",5,7,0.0554727737331102,"full"
"70",0.120588321158302,0.0771283665392411,0.0383598364935253,0.0958246238152223,0.0292663309393641,0.110493515817039,0.0975609360426991,0.0149233238977547,0.127039680324485,1,0.0539457168275496,0.0320999703791272,0.0582524954378681,0.0818372867996153,0.101760061740587,"Factor5","Factor10",5,6,0.0292663309393641,"full"
"71",0.171943111673972,0.0389195985868837,0.066338109322184,0.00722190802359896,0.131323810503243,0.0534111528174948,0.0075468884593408,0.0770787598102396,0.00516352034027499,0.0539457168275496,1,0.0669694167850566,0.0406931651353489,0.0293342985241254,0.110525714763147,"Factor5","Factor11",5,5,0.131323810503243,"full"
"72",0.105482167860474,0.125228957439029,0.0130738757787588,0.0815279187484329,0.0866043503416414,0.031252192311366,0.0850304424154771,0.0606643766128632,0.0962849751887465,0.0320999703791272,0.0669694167850566,1,0.0703521963757841,0.0217720226539992,0.0355449155626368,"Factor5","Factor12",5,4,0.0866043503416414,"full"
"73",0.0953127968088414,0.0892221937301431,0.0810935142823241,0.0983226159977922,0.0557911513975532,0.127326562832426,0.0207273134663904,0.0207879205199215,0.0977841756479817,0.0582524954378681,0.0406931651353489,0.0703521963757841,1,0.00270116461504853,0.0655110405083775,"Factor5","Factor13",5,3,0.0557911513975532,"full"
"74",0.0755706061560764,0.0420007361439634,0.0785954864154088,0.119898681404074,0.0824309954999237,0.0197223600570815,0.100099483193103,0.00584782344586719,0.0857920176642207,0.0818372867996153,0.0293342985241254,0.0217720226539992,0.00270116461504853,1,0.0341490158722124,"Factor5","Factor14",5,2,0.0824309954999237,"full"
"75",0.0256216648901938,0.0462730092705818,0.0223166655004888,0.0338497126638723,0.0208828866558014,0.0720357505003672,0.0372812806001792,0.0719518400905411,0.0931976006949525,0.101760061740587,0.110525714763147,0.0355449155626368,0.0655110405083775,0.0341490158722124,1,"Factor5","Factor15",5,1,0.0208828866558014,"full"
"76",1,0.144234542226772,0.0857456492284434,0.0253312387943809,0.0129257587922878,0.127460094167724,0.0729076458941207,0.067396030664031,0.112440289892209,0.120588321158302,0.171943111673972,0.105482167860474,0.0953127968088414,0.0755706061560764,0.0256216648901938,"Factor6","Factor1",6,15,0.127460094167724,"full"
"77",0.144234542226772,1,0.0357839358626844,0.0441907513589077,0.066466181220406,0.0434992603453163,0.132726296024063,0.0774144708002898,0.153440930166058,0.0771283665392411,0.0389195985868837,0.125228957439029,0.0892221937301431,0.0420007361439634,0.0462730092705818,"Factor6","Factor2",6,14,0.0434992603453163,"full"
"78",0.0857456492284434,0.0357839358626844,1,0.109784415106475,0.0325599408213619,0.0625032944366688,0.175773471436073,0.0616247574023117,0.0841157383566589,0.0383598364935253,0.066338109322184,0.0130738757787588,0.0810935142823241,0.0785954864154088,0.0223166655004888,"Factor6","Factor3",6,13,0.0625032944366688,"full"
"79",0.0253312387943809,0.0441907513589077,0.109784415106475,1,0.0760852732744024,0.144748642549231,0.0496945062111828,0.148918127519138,0.0841173672213602,0.0958246238152223,0.00722190802359896,0.0815279187484329,0.0983226159977922,0.119898681404074,0.0338497126638723,"Factor6","Factor4",6,12,0.144748642549231,"full"
"80",0.0129257587922878,0.066466181220406,0.0325599408213619,0.0760852732744024,1,0.0615298462088205,0.100728849463126,0.0456738717576954,0.0554727737331102,0.0292663309393641,0.131323810503243,0.0866043503416414,0.0557911513975532,0.0824309954999237,0.0208828866558014,"Factor6","Factor5",6,11,0.0615298462088205,"full"
"81",0.127460094167724,0.0434992603453163,0.0625032944366688,0.144748642549231,0.0615298462088205,1,0.0567911569805692,0.0398889288505814,0.137116474785702,0.110493515817039,0.0534111528174948,0.031252192311366,0.127326562832426,0.0197223600570815,0.0720357505003672,"Factor6","Factor6",6,10,1,"full"
"82",0.0729076458941207,0.132726296024063,0.175773471436073,0.0496945062111828,0.100728849463126,0.0567911569805692,1,0.0115128036036184,0.055465085968469,0.0975609360426991,0.0075468884593408,0.0850304424154771,0.0207273134663904,0.100099483193103,0.0372812806001792,"Factor6","Factor7",6,9,0.0567911569805692,"full"
"83",0.067396030664031,0.0774144708002898,0.0616247574023117,0.148918127519138,0.0456738717576954,0.0398889288505814,0.0115128036036184,1,0.0687980434676502,0.0149233238977547,0.0770787598102396,0.0606643766128632,0.0207879205199215,0.00584782344586719,0.0719518400905411,"Factor6","Factor8",6,8,0.0398889288505814,"full"
"84",0.112440289892209,0.153440930166058,0.0841157383566589,0.0841173672213602,0.0554727737331102,0.137116474785702,0.055465085968469,0.0687980434676502,1,0.127039680324485,0.00516352034027499,0.0962849751887465,0.0977841756479817,0.0857920176642207,0.0931976006949525,"Factor6","Factor9",6,7,0.137116474785702,"full"
"85",0.120588321158302,0.0771283665392411,0.0383598364935253,0.0958246238152223,0.0292663309393641,0.110493515817039,0.0975609360426991,0.0149233238977547,0.127039680324485,1,0.0539457168275496,0.0320999703791272,0.0582524954378681,0.0818372867996153,0.101760061740587,"Factor6","Factor10",6,6,0.110493515817039,"full"
"86",0.171943111673972,0.0389195985868837,0.066338109322184,0.00722190802359896,0.131323810503243,0.0534111528174948,0.0075468884593408,0.0770787598102396,0.00516352034027499,0.0539457168275496,1,0.0669694167850566,0.0406931651353489,0.0293342985241254,0.110525714763147,"Factor6","Factor11",6,5,0.0534111528174948,"full"
"87",0.105482167860474,0.125228957439029,0.0130738757787588,0.0815279187484329,0.0866043503416414,0.031252192311366,0.0850304424154771,0.0606643766128632,0.0962849751887465,0.0320999703791272,0.0669694167850566,1,0.0703521963757841,0.0217720226539992,0.0355449155626368,"Factor6","Factor12",6,4,0.031252192311366,"full"
"88",0.0953127968088414,0.0892221937301431,0.0810935142823241,0.0983226159977922,0.0557911513975532,0.127326562832426,0.0207273134663904,0.0207879205199215,0.0977841756479817,0.0582524954378681,0.0406931651353489,0.0703521963757841,1,0.00270116461504853,0.0655110405083775,"Factor6","Factor13",6,3,0.127326562832426,"full"
